date,total_sales,avg_sales,total_onpromotion,dcoilwtico,is_holiday,total_transactions,year,month,dayofweek,is_weekend
2013-11-24,550925.293106,309.1612194758698,0,,0,87771.0,2013,11,6,1
2013-11-25,365965.5090102,205.36785017407405,0,93.86,0,73966.0,2013,11,0,0
2013-11-26,323292.830024,181.42134120314256,0,93.41,0,70690.0,2013,11,1,0
2013-11-27,337083.286026,189.16009316835016,0,92.05,0,71571.0,2013,11,2,0
2013-11-28,305982.981947,171.70762174354658,0,92.05,0,69896.0,2013,11,3,0
2013-11-29,357000.404165,200.336927140853,0,92.55,0,74816.0,2013,11,4,0
2013-11-30,541977.655801,304.1400986537598,0,,0,94311.0,2013,11,5,1
2013-12-01,698217.128989,391.81657070089784,0,,0,96910.0,2013,12,6,1
2013-12-02,495488.366984,278.0518333243547,0,93.61,0,82768.0,2013,12,0,0
2013-12-03,424438.046973,238.1807222070707,0,95.83,0,79820.0,2013,12,1,0
2013-12-04,424147.0459855,238.01742198961838,0,96.97,0,80529.0,2013,12,2,0
2013-12-05,386406.804985,216.83883556958475,0,97.14,1,77466.0,2013,12,3,0
2013-12-06,432661.755068,242.79559768125702,0,97.48,1,80763.0,2013,12,4,0
2013-12-07,537181.319801,301.4485520768799,0,,0,95160.0,2013,12,5,1
2013-12-08,588855.895921,330.4466307076319,0,,1,92142.0,2013,12,6,1
2013-12-09,442309.3141075,248.20949164281706,0,97.1,0,80274.0,2013,12,0,0
2013-12-10,414421.695986,232.55987429068463,0,98.32,0,79326.0,2013,12,1,0
2013-12-11,422957.198908,237.3497188035915,0,97.25,0,82055.0,2013,12,2,0
2013-12-12,384256.080979,215.6319197413019,0,97.21,0,80045.0,2013,12,3,0
2013-12-13,434657.0129787,243.91527103181818,0,96.27,0,84558.0,2013,12,4,0
2013-12-14,554911.917024,311.39838216835017,0,,0,101340.0,2013,12,5,1
2013-12-15,642015.7758165,360.27821314057235,0,,0,102239.0,2013,12,6,1
2013-12-16,516060.290853,289.59612281313133,0,97.18,0,92585.0,2013,12,0,0
2013-12-17,480470.71684249997,269.6244202258698,0,96.99,0,94103.0,2013,12,1,0
2013-12-18,527481.336925,296.00523957631873,0,97.59,0,102356.0,2013,12,2,0
2013-12-19,507461.038187,284.77050403310886,0,98.4,0,109267.0,2013,12,3,0
2013-12-20,544104.2676365,305.3334835221661,0,99.11,0,106238.0,2013,12,4,0
2013-12-21,685673.07474,384.7772585521885,0,,1,121425.0,2013,12,5,1
2013-12-22,696295.146867,390.73801732154885,0,,1,118997.0,2013,12,6,1
2013-12-23,792865.284427,444.9300137076319,0,98.62,1,145876.0,2013,12,0,0
2013-12-24,620663.290732,348.29589827833894,0,98.87,1,155846.0,2013,12,1,0
2013-12-26,470731.1624137,264.1589014667228,0,99.18,1,96002.0,2013,12,3,0
2013-12-27,479314.968043,268.975851875982,0,99.94,0,98330.0,2013,12,4,0
2013-12-28,556952.3059789999,312.54338158193036,0,,0,102858.0,2013,12,5,1
2013-12-29,499719.5049237,280.42620927255894,0,,0,88729.0,2013,12,6,1
2013-12-30,635134.7358515,356.41679901879905,0,98.9,0,117645.0,2013,12,0,0
2013-12-31,507264.6630475,284.66030474046016,0,98.17,1,117214.0,2013,12,1,0
2014-01-01,8602.065404,4.82719719640853,0,98.17,1,1327.0,2014,1,2,0
2014-01-02,801011.226041,449.501249181257,0,95.14,0,90716.0,2014,1,3,0
2014-01-03,680672.845603,381.971293828844,0,93.66,0,84488.0,2014,1,4,0
2014-01-04,936628.8866039,525.6054358046576,0,,0,101361.0,2014,1,5,1
2014-01-05,949618.78894,532.89494328844,0,,0,93475.0,2014,1,6,1
2014-01-06,602268.564009,337.973380476431,0,93.12,0,77784.0,2014,1,0,0
2014-01-07,563450.5988595,316.19001058333333,0,93.31,0,75361.0,2014,1,1,0
2014-01-08,636176.853478,357.00160127833897,0,91.9,0,77204.0,2014,1,2,0
2014-01-09,496377.933414,278.55102885185187,0,91.36,0,72575.0,2014,1,3,0
2014-01-10,543055.329066,304.7448535723905,0,92.39,0,75302.0,2014,1,4,0
2014-01-11,787321.455619,441.81899866386084,0,,0,94661.0,2014,1,5,1
2014-01-12,844633.598917,473.9806952396184,0,,0,89216.0,2014,1,6,1
2014-01-13,555547.0150185,311.7547783493266,0,91.45,0,75590.0,2014,1,0,0
2014-01-14,502643.104285,282.0668374214366,0,92.15,0,71724.0,2014,1,1,0
2014-01-15,567067.469069,318.21967961223345,0,93.78,0,74904.0,2014,1,2,0
2014-01-16,502789.214207,282.14882952132433,0,93.54,0,73914.0,2014,1,3,0
2014-01-17,542937.915657,304.67896501515156,0,93.96,0,75507.0,2014,1,4,0
2014-01-18,786779.8899055,441.51508973372614,0,,0,92853.0,2014,1,5,1
2014-01-19,851735.334091,477.96595628002245,0,,0,88313.0,2014,1,6,1
2014-01-20,575850.061871,323.1481828681257,0,93.96,0,74870.0,2014,1,0,0
2014-01-21,538817.207912,302.3665588731762,0,94.51,0,74384.0,2014,1,1,0
2014-01-22,553097.596874,310.3802451593715,0,96.35,0,72600.0,2014,1,2,0
2014-01-23,460789.0398597,258.57970811430977,0,97.23,0,69863.0,2014,1,3,0
2014-01-24,526124.572256,295.243867708193,0,96.66,0,74881.0,2014,1,4,0
2014-01-25,733880.979053,411.8299545751964,0,,0,89619.0,2014,1,5,1
2014-01-26,814057.732862,456.8225212469136,0,,0,86186.0,2014,1,6,1
2014-01-27,540798.833711,303.4785823294052,0,95.82,0,73833.0,2014,1,0,0
2014-01-28,481593.435798,270.2544533097643,0,97.49,0,71475.0,2014,1,1,0
2014-01-29,512853.989922,287.7968518080808,0,97.34,0,70343.0,2014,1,2,0
2014-01-30,453642.9707033,254.56956829590345,0,98.25,0,69738.0,2014,1,3,0
2014-01-31,560816.192394,314.711668010101,0,97.55,0,79461.0,2014,1,4,0
2014-02-01,648870.19898,364.12469078563413,0,,0,100397.0,2014,2,5,1
2014-02-02,619805.537102,347.8145550516274,0,,0,91157.0,2014,2,6,1
2014-02-03,461637.5229585,259.0558490227273,0,96.44,0,82999.0,2014,2,0,0
2014-02-04,403189.5869763,226.25678281498315,0,97.24,0,78774.0,2014,2,1,0
2014-02-05,399138.3059075,223.98333664842872,0,97.4,0,79153.0,2014,2,2,0
2014-02-06,359139.101529,201.5370940117845,0,97.84,0,75574.0,2014,2,3,0
2014-02-07,389471.568011,218.55868014085297,0,99.98,0,78958.0,2014,2,4,0
2014-02-08,530128.059914,297.4904937789001,0,,0,92697.0,2014,2,5,1
2014-02-09,520753.7470746,292.22993662996635,0,,0,83507.0,2014,2,6,1
2014-02-10,396622.737011,222.57168182435464,0,100.12,0,78191.0,2014,2,0,0
2014-02-11,358382.7339877,201.11264533540967,0,99.96,0,75239.0,2014,2,1,0
2014-02-12,387758.393971,217.59730301402917,0,100.38,0,79051.0,2014,2,2,0
2014-02-13,347373.2985675,194.93451098063974,0,100.27,0,82922.0,2014,2,3,0
2014-02-14,361206.4069057,202.69719803911335,0,100.31,0,92671.0,2014,2,4,0
2014-02-15,538893.357859,302.4092917278339,0,,0,93175.0,2014,2,5,1
2014-02-16,595300.23508,334.06298264870935,0,,0,88232.0,2014,2,6,1
2014-02-17,412029.2879535,231.21733330723904,0,100.31,0,76721.0,2014,2,0,0
2014-02-18,365331.247942,205.0119236487093,0,102.54,0,73438.0,2014,2,1,0
2014-02-19,360161.6390075,202.11090853395064,0,103.46,0,73514.0,2014,2,2,0
2014-02-20,322451.9201135,180.9494501198092,0,103.2,0,71024.0,2014,2,3,0
2014-02-21,369403.653633,207.29722426094276,0,102.53,0,75172.0,2014,2,4,0
2014-02-22,538206.082827,302.02361550336695,0,,0,93092.0,2014,2,5,1
2014-02-23,487896.463891,273.7915061116723,0,,0,80419.0,2014,2,6,1
2014-02-24,404224.188997,226.83736756285072,0,103.17,0,77401.0,2014,2,0,0
2014-02-25,351418.110084,197.20432664646464,0,102.2,0,72686.0,2014,2,1,0
2014-02-26,353604.266985,198.43112625420875,0,102.93,0,74042.0,2014,2,2,0
2014-02-27,330330.185244,185.37047432323232,0,102.68,0,73390.0,2014,2,3,0
2014-02-28,425624.795466,238.84668656902355,0,102.88,0,84571.0,2014,2,4,0
2014-03-01,911360.2578707,511.4255094672839,0,,0,102182.0,2014,3,5,1
2014-03-02,667413.052988,374.5303327654321,0,,1,79124.0,2014,3,6,1
2014-03-03,613973.031386,344.54154398765434,0,105.34,1,76019.0,2014,3,0,0
2014-03-04,748930.902096,420.27547816835016,0,103.64,1,81818.0,2014,3,1,0
2014-03-05,741756.416525,416.2493919893378,0,101.75,0,84962.0,2014,3,2,0
2014-03-06,614082.444339,344.6029429511785,0,101.82,0,81147.0,2014,3,3,0
2014-03-07,598242.341178,335.71399617171716,0,102.82,0,80361.0,2014,3,4,0
2014-03-08,753345.259201,422.75267070763186,0,,0,94346.0,2014,3,5,1
2014-03-09,916117.649984,514.0952020112234,0,,0,92694.0,2014,3,6,1
2014-03-10,587414.828974,329.6379511638608,0,101.39,0,77536.0,2014,3,0,0
2014-03-11,539365.375063,302.6741723136925,0,100.29,0,75793.0,2014,3,1,0
2014-03-12,575676.797032,323.050952318743,0,98.29,0,75820.0,2014,3,2,0
2014-03-13,473298.042544,265.5993504736252,0,98.57,0,72982.0,2014,3,3,0
2014-03-14,530515.2554715,297.707775236532,0,99.23,0,77386.0,2014,3,4,0
2014-03-15,731049.789851,410.2411839792368,0,,0,91559.0,2014,3,5,1
2014-03-16,929808.492772,521.778054305275,0,,0,93240.0,2014,3,6,1
2014-03-17,612719.522118,343.8381156666666,0,98.43,0,80383.0,2014,3,0,0
2014-03-18,537427.86875,301.58690726711563,0,100.08,0,75912.0,2014,3,1,0
2014-03-19,585974.657018,328.8297738597082,0,100.71,0,76911.0,2014,3,2,0
2014-03-20,500897.112641,281.08704413075196,0,99.68,0,74462.0,2014,3,3,0
2014-03-21,548811.469984,307.97501121436585,0,99.97,0,78342.0,2014,3,4,0
2014-03-22,771704.933772,433.0555183905724,0,,0,93889.0,2014,3,5,1
2014-03-23,838814.636064,470.715283986532,0,,0,89071.0,2014,3,6,1
2014-03-24,571762.044919,320.8541217278339,0,100.05,0,74406.0,2014,3,0,0
2014-03-25,539861.6183493,302.9526477829966,0,99.66,0,74454.0,2014,3,1,0
2014-03-26,569680.543547,319.6860513731762,0,100.61,0,74887.0,2014,3,2,0
2014-03-27,468581.39830400003,262.9525243007856,0,101.25,0,71079.0,2014,3,3,0
2014-03-28,538905.781947,302.4162637188552,0,101.73,0,78180.0,2014,3,4,0
2014-03-29,822333.142686,461.466410037037,0,,0,95635.0,2014,3,5,1
2014-03-30,873958.8396415,490.4370592825477,0,,0,88582.0,2014,3,6,1
2014-03-31,651800.509461,365.7690849949495,0,101.57,0,82265.0,2014,3,0,0
2014-04-01,485079.887001,272.21093546632994,8,99.69,1,84822.0,2014,4,1,0
2014-04-02,463917.316107,260.3351942239057,4,99.6,0,83375.0,2014,4,2,0
2014-04-03,388867.961418,218.2199559023569,120,100.29,0,78063.0,2014,4,3,0
2014-04-04,422578.745073,237.13734291414144,5,101.16,0,81700.0,2014,4,4,0
2014-04-05,617680.194045,346.62188218013466,7,,0,101536.0,2014,4,5,1
2014-04-06,631888.250898,354.594978057239,7,,0,94488.0,2014,4,6,1
2014-04-07,426091.1040178,239.10836364635242,3,100.43,0,80982.0,2014,4,0,0
2014-04-08,376663.272105,211.37108423400673,8,102.57,0,76904.0,2014,4,1,0
2014-04-09,375309.08201199997,210.61115713355778,4,103.55,0,78352.0,2014,4,2,0
2014-04-10,334052.7571255,187.4594596663861,119,103.37,0,76260.0,2014,4,3,0
2014-04-11,379646.845927,213.04536808473625,14,103.68,0,80053.0,2014,4,4,0
2014-04-12,529919.922964,297.37369414365884,10,,1,95879.0,2014,4,5,1
2014-04-13,540190.281942,303.13708302020206,16,,0,88770.0,2014,4,6,1
2014-04-14,381386.309033,214.02149777384963,8,104.05,1,77753.0,2014,4,0,0
2014-04-15,364689.054991,204.65154601066217,45,103.7,0,76278.0,2014,4,1,0
2014-04-16,411357.084985,230.8401150308642,45,103.71,0,81231.0,2014,4,2,0
2014-04-17,397464.842904,223.04424405387206,455,104.33,0,84493.0,2014,4,3,0
2014-04-18,394392.184115,221.31996863916947,37,104.33,1,81003.0,2014,4,4,0
2014-04-19,496904.749136,278.8466605701459,36,,0,92589.0,2014,4,5,1
2014-04-20,520126.3980386,291.8778889105499,56,,0,86198.0,2014,4,6,1
2014-04-21,398677.396998,223.72468967340066,28,104.35,1,79111.0,2014,4,0,0
2014-04-22,370552.249018,207.941778349046,49,101.69,0,75889.0,2014,4,1,0
2014-04-23,372232.595049,208.88473347306396,58,101.47,0,75358.0,2014,4,2,0
2014-04-24,320875.477858,180.06480238945008,460,102.2,0,71753.0,2014,4,3,0
2014-04-25,357173.708433,200.43417981649833,22,100.85,0,75347.0,2014,4,4,0
2014-04-26,497334.735036,279.08795456565656,39,,0,89576.0,2014,4,5,1
2014-04-27,560508.420995,314.53895678731766,52,,0,88583.0,2014,4,6,1
2014-04-28,362271.9169815,203.29512737457912,65,101.13,0,73482.0,2014,4,0,0
2014-04-29,326338.348031,183.13038610044893,73,101.56,0,71015.0,2014,4,1,0
2014-04-30,357079.964912,200.38157402469136,86,100.07,0,74823.0,2014,4,2,0
2014-05-01,530380.848064,297.63235020426487,547,99.69,1,87240.0,2014,5,3,0
2014-05-02,443284.891212,248.75695354208753,215,100.09,0,80437.0,2014,5,4,0
2014-05-03,610391.748971,342.5318456627385,72,,0,98252.0,2014,5,5,1
2014-05-04,646164.863883,362.6065453888889,58,,0,93157.0,2014,5,6,1
2014-05-05,427601.704071,239.95606289057238,67,99.74,0,77689.0,2014,5,0,0
2014-05-06,388945.890086,218.26368691694728,84,99.81,0,75193.0,2014,5,1,0
2014-05-07,391932.183945,219.93949716329965,71,101.06,0,77067.0,2014,5,2,0
2014-05-08,337483.713217,189.38479978507297,472,100.52,0,73342.0,2014,5,3,0
2014-05-09,381335.196055,213.99281484567902,218,100.32,0,81067.0,2014,5,4,0
2014-05-10,577012.026997,323.80023961672276,61,,1,108342.0,2014,5,5,1
2014-05-11,454512.928937,255.05776034624017,59,,1,90945.0,2014,5,6,1
2014-05-12,398251.889006,223.48590853310887,61,100.89,1,76000.0,2014,5,0,0
2014-05-13,360734.522978,202.4323922435466,65,102.01,0,73847.0,2014,5,1,0
2014-05-14,356373.806985,199.98530133838383,151,102.63,0,73257.0,2014,5,2,0
2014-05-15,332272.8296378,186.46062269236813,534,101.74,0,70281.0,2014,5,3,0
2014-05-16,380822.742652,213.70524279012344,1188,102.31,0,75778.0,2014,5,4,0
2014-05-17,537873.964019,301.83724131257014,129,,0,91408.0,2014,5,5,1
2014-05-18,634519.7368283,356.07168172182946,139,,0,93334.0,2014,5,6,1
2014-05-19,388814.744958,218.1900925690236,110,102.95,0,75548.0,2014,5,0,0
2014-05-20,354372.33997,198.86214364197528,157,102.8,0,73023.0,2014,5,1,0
2014-05-21,356898.483031,200.27973234062853,191,104.31,0,73409.0,2014,5,2,0
2014-05-22,310660.142642,174.33229104489337,1561,104.03,0,68645.0,2014,5,3,0
2014-05-23,349549.892726,196.15594429068463,1274,105.01,0,71882.0,2014,5,4,0
2014-05-24,516627.261707,289.9142882755331,220,,1,90183.0,2014,5,5,1
2014-05-25,573412.21016,321.7801403815937,218,,0,88321.0,2014,5,6,1
2014-05-26,373831.086112,209.78175427160494,188,105.01,0,73627.0,2014,5,0,0
2014-05-27,327642.143098,183.86203316386081,196,104.78,0,70265.0,2014,5,1,0
2014-05-28,338481.784057,189.94488443153762,192,103.37,0,71949.0,2014,5,2,0
2014-05-29,326624.5773325,183.29100860409653,1586,104.26,0,74837.0,2014,5,3,0
2014-05-30,375782.6398709,210.87690228445567,1224,103.4,0,77930.0,2014,5,4,0
2014-05-31,597192.467989,335.1248417446689,267,,0,97007.0,2014,5,5,1
2014-06-01,742732.830236,416.7973233647587,123,,0,101478.0,2014,6,6,1
2014-06-02,512725.7729758,287.72490065982043,195,103.07,0,83193.0,2014,6,0,0
2014-06-03,443636.187975,248.9540897727273,213,103.34,0,79665.0,2014,6,1,0
2014-06-04,423284.494993,237.5333866402918,236,103.27,0,78673.0,2014,6,2,0
2014-06-05,359474.513823,201.72531639898992,1616,103.17,0,73882.0,2014,6,3,0
2014-06-06,391266.125449,219.56572696352413,1264,103.32,0,77054.0,2014,6,4,0
2014-06-07,557142.461024,312.6500903613917,197,,0,94798.0,2014,6,5,1
2014-06-08,626026.956957,351.30581198484845,215,,0,91509.0,2014,6,6,1
2014-06-09,415798.946041,233.33274188608306,199,105.09,0,76770.0,2014,6,0,0
2014-06-10,351689.4229725,197.35657854797978,199,105.02,0,72457.0,2014,6,1,0
2014-06-11,373828.16418,209.7801145791246,258,105.04,0,74691.0,2014,6,2,0
2014-06-12,329408.06736,184.85301198653198,1979,107.2,1,70928.0,2014,6,3,0
2014-06-13,392308.374573,220.15060301515152,1335,107.49,0,79126.0,2014,6,4,0
2014-06-14,622072.988944,349.0869747160494,278,,0,106217.0,2014,6,5,1
2014-06-15,441279.9339945,247.63183725841753,250,,1,81730.0,2014,6,6,1
2014-06-16,447450.23987,251.09441070145903,338,107.52,0,78357.0,2014,6,0,0
2014-06-17,380396.036044,213.4657890258137,380,106.95,0,74593.0,2014,6,1,0
2014-06-18,373408.6641423,209.54470490589227,425,106.64,0,73547.0,2014,6,2,0
2014-06-19,332280.93509600003,186.46517120987656,2359,107.08,0,69533.0,2014,6,3,0
2014-06-20,369206.789547,207.1867505875421,1933,107.95,1,74637.0,2014,6,4,0
2014-06-21,538613.855166,302.252443976431,308,,0,90482.0,2014,6,5,1
2014-06-22,591184.1240535,331.7531560345118,360,,0,88830.0,2014,6,6,1
2014-06-23,414929.6359765,232.84491356705948,237,106.83,1,74621.0,2014,6,0,0
2014-06-24,340464.7450455,191.0576571523569,266,106.64,0,69887.0,2014,6,1,0
2014-06-25,355342.398017,199.40650842704827,354,107.04,1,73770.0,2014,6,2,0
2014-06-26,315798.180924,177.21558974410775,2168,106.49,0,68189.0,2014,6,3,0
2014-06-27,370793.573429,208.07720169977551,2732,106.46,0,73887.0,2014,6,4,0
2014-06-28,510870.81398,286.6839584624018,425,,1,86469.0,2014,6,5,1
2014-06-29,567218.8850125,318.30464927749716,302,,1,83832.0,2014,6,6,1
2014-06-30,429324.0552005,240.9225898992705,352,106.07,1,76339.0,2014,6,0,0
2014-07-01,720480.616788,404.3101104309764,2320,106.06,1,79972.0,2014,7,1,0
2014-07-02,747430.1471275,419.4333036630191,4310,105.18,0,83075.0,2014,7,2,0
2014-07-03,583844.7207922,327.63452345241296,2383,104.76,1,77099.0,2014,7,3,0
2014-07-04,595424.31324,334.1326112457913,4056,104.76,1,78171.0,2014,7,4,0
2014-07-05,817307.1101677,458.64596530173964,610,,1,92536.0,2014,7,5,1
2014-07-06,918276.596259,515.3067319074074,583,,0,90910.0,2014,7,6,1
2014-07-07,638526.428909,358.32010600953987,492,104.19,0,79130.0,2014,7,0,0
2014-07-08,557291.4975265,312.7337247623457,2183,104.06,1,74393.0,2014,7,1,0
2014-07-09,574451.409963,322.36330525420874,4281,102.93,1,73421.0,2014,7,2,0
2014-07-10,498047.54898,279.4879623905724,2465,103.61,0,71722.0,2014,7,3,0
2014-07-11,535644.182793,300.58596116329966,4057,101.48,0,74586.0,2014,7,4,0
2014-07-12,756698.7523004999,424.63454113383835,568,,1,89793.0,2014,7,5,1
2014-07-13,733653.779849,411.7024578277217,720,,1,79840.0,2014,7,6,1
2014-07-14,584867.15114,328.20827785634117,617,101.73,0,76320.0,2014,7,0,0
2014-07-15,562860.0268329,315.85860091633,2329,100.56,0,76497.0,2014,7,1,0
2014-07-16,621336.4939885,348.6736778835578,4446,101.88,0,77335.0,2014,7,2,0
2014-07-17,498221.7050971,279.5856930960157,2416,103.84,0,72365.0,2014,7,3,0
2014-07-18,547619.0590519,307.3058692771605,4275,103.83,0,76812.0,2014,7,4,0
2014-07-19,728988.226204,409.08430202244665,759,,0,88541.0,2014,7,5,1
2014-07-20,776474.1180457,435.7318283084736,636,,0,82660.0,2014,7,6,1
2014-07-21,600228.430008,336.82852413468015,592,105.34,0,77658.0,2014,7,0,0
2014-07-22,530276.040011,297.5735353597082,2287,104.59,0,73749.0,2014,7,1,0
2014-07-23,574168.635995,322.2046217704826,4459,103.81,1,74346.0,2014,7,2,0
2014-07-24,484618.8170115,271.95219809848487,2425,102.76,1,72513.0,2014,7,3,0
2014-07-25,579767.285128,325.3464001840628,4395,105.23,1,78229.0,2014,7,4,0
2014-07-26,688919.5500267,386.59907408905724,673,,0,87657.0,2014,7,5,1
2014-07-27,747307.86662,419.36468384960716,605,,0,81927.0,2014,7,6,1
2014-07-28,583936.68549,327.686131026936,557,105.68,0,77123.0,2014,7,0,0
2014-07-29,524743.3250017,294.4687570155443,2207,104.91,0,73622.0,2014,7,1,0
2014-07-30,578056.965281,324.38662473681256,4640,104.29,0,74905.0,2014,7,2,0
2014-07-31,532423.558194,298.7786521851852,2319,98.23,0,75434.0,2014,7,3,0
2014-08-01,506826.7949305,284.4145875030864,4407,97.86,0,87196.0,2014,8,4,0
2014-08-02,626533.637869,351.59014470763185,506,,0,97649.0,2014,8,5,1
2014-08-03,625898.205888,351.2335611043771,453,,0,90780.0,2014,8,6,1
2014-08-04,471173.304022,264.4070168473625,402,98.26,0,83158.0,2014,8,0,0
2014-08-05,417197.476176,234.11755116498318,395,97.34,1,79178.0,2014,8,1,0
2014-08-06,402914.370941,226.10234059539843,515,96.93,0,78787.0,2014,8,2,0
2014-08-07,359701.53298899997,201.85271211503925,2310,97.34,0,74620.0,2014,8,3,0
2014-08-08,397759.9389829,223.20984230241302,4308,97.61,0,78698.0,2014,8,4,0
2014-08-09,496192.787084,278.4471307991021,574,,0,88010.0,2014,8,5,1
2014-08-10,509681.7650025,286.01670314393937,612,,1,82185.0,2014,8,6,1
2014-08-11,409544.575013,229.82299383445567,530,98.09,0,78908.0,2014,8,0,0
2014-08-12,353898.211991,198.5960785583614,488,97.36,0,73280.0,2014,8,1,0
2014-08-13,372116.544964,208.81960996857464,623,97.57,0,76370.0,2014,8,2,0
2014-08-14,340740.8170565,191.21257971745231,2331,95.54,0,73787.0,2014,8,3,0
2014-08-15,402631.8400593,225.94379352373738,4456,97.3,1,81345.0,2014,8,4,0
2014-08-16,533996.15517,299.6611420707071,578,,0,91797.0,2014,8,5,1
2014-08-17,564443.173007,316.7470106661055,559,,0,87306.0,2014,8,6,1
2014-08-18,433042.298907,243.0091464124579,514,96.44,0,80849.0,2014,8,0,0
2014-08-19,379329.9530773,212.8675382027497,512,94.35,0,77282.0,2014,8,1,0
2014-08-20,398126.790988,223.4157076251403,582,96.4,0,79897.0,2014,8,2,0
2014-08-21,355108.8749955,199.27546296043772,2412,93.97,0,75218.0,2014,8,3,0
2014-08-22,388359.8983235,217.93484754405162,4479,93.61,0,78705.0,2014,8,4,0
2014-08-23,499678.208204,280.40303490684624,649,,0,89623.0,2014,8,5,1
2014-08-24,528990.5611087,296.8521667276655,680,,1,85697.0,2014,8,6,1
2014-08-25,412250.075007,231.34123176599326,591,95.39,0,77287.0,2014,8,0,0
2014-08-26,355053.9079745,199.24461726964083,516,95.78,0,74029.0,2014,8,1,0
2014-08-27,366321.498077,205.56761957182943,623,95.82,0,75594.0,2014,8,2,0
2014-08-28,327912.427,184.01370763187433,2175,96.44,0,71897.0,2014,8,3,0
2014-08-29,403288.917062,226.31252360381595,4268,97.86,0,78280.0,2014,8,4,0
2014-08-30,586373.694132,329.0537004107744,437,,0,96128.0,2014,8,5,1
2014-08-31,660088.183052,370.41985580920317,455,,0,94032.0,2014,8,6,1
2014-09-01,812526.219024,455.96308587205385,633,97.86,0,87941.0,2014,9,0,0
2014-09-02,717351.552768,402.55418224915826,2300,92.92,0,83895.0,2014,9,1,0
2014-09-03,726683.8617375,407.7911682028619,4724,95.5,0,83264.0,2014,9,2,0
2014-09-04,551340.0774347,309.3939828477553,2657,94.51,0,76357.0,2014,9,3,0
2014-09-05,603043.241921,338.40810433277215,4802,93.32,0,79393.0,2014,9,4,0
2014-09-06,870139.4459765,488.2937407275533,959,,0,97051.0,2014,9,5,1
2014-09-07,997964.077948,560.0247350998878,942,,0,97206.0,2014,9,6,1
2014-09-08,648651.744928,364.0021015308642,802,92.64,0,80954.0,2014,9,0,0
2014-09-09,562420.568002,315.61199102244666,2511,92.73,0,75647.0,2014,9,1,0
2014-09-10,612987.4722337,343.9884804902918,4874,91.71,0,77110.0,2014,9,2,0
2014-09-11,483462.953022,271.3035651077441,2737,92.89,0,73413.0,2014,9,3,0
2014-09-12,564382.847851,316.71315816554437,4727,92.18,0,77324.0,2014,9,4,0
2014-09-13,795802.238124,446.5781358720539,1018,,0,94599.0,2014,9,5,1
2014-09-14,896501.5622945,503.08729646156,1020,,0,91685.0,2014,9,6,1
2014-09-15,630710.5728885,353.934103753367,870,92.86,0,80209.0,2014,9,0,0
2014-09-16,608239.973016,341.3243395151515,2647,94.91,0,78628.0,2014,9,1,0
2014-09-17,617472.3442115,346.5052436652638,4999,94.33,0,76934.0,2014,9,2,0
2014-09-18,479500.843061,269.08015884455665,2683,93.07,0,71000.0,2014,9,3,0
2014-09-19,550213.093909,308.76155662682385,4614,92.43,0,75575.0,2014,9,4,0
2014-09-20,808490.763077,453.6985202452301,898,,0,94175.0,2014,9,5,1
2014-09-21,901420.451004,505.8476156026936,975,,0,91092.0,2014,9,6,1
2014-09-22,589120.293928,330.59500220426486,798,91.46,0,76335.0,2014,9,0,0
2014-09-23,559954.304399,314.22800471324354,2593,91.55,0,74715.0,2014,9,1,0
2014-09-24,598183.114508,335.6807601054994,4837,93.6,0,75802.0,2014,9,2,0
2014-09-25,466867.377076,261.99067175982043,2489,93.59,0,70769.0,2014,9,3,0
2014-09-26,515474.223943,289.26724126992144,4319,95.55,0,73141.0,2014,9,4,0
2014-09-27,781202.367982,438.3851672177329,632,,0,90831.0,2014,9,5,1
2014-09-28,886531.789814,497.4925868765432,739,,1,89876.0,2014,9,6,1
2014-09-29,586682.822002,329.2271728406285,582,94.53,0,76390.0,2014,9,0,0
2014-09-30,599093.9157257,336.19187189994386,2278,91.17,0,77820.0,2014,9,1,0
2014-10-01,784500.253914,440.23583272390573,4804,90.74,0,84960.0,2014,10,2,0
2014-10-02,634306.519052,355.95203089337826,2616,91.02,0,79575.0,2014,10,3,0
2014-10-03,675639.295098,379.14663024579124,4482,89.76,0,84217.0,2014,10,4,0
2014-10-04,931317.51302,522.6248670145903,735,,0,99718.0,2014,10,5,1
2014-10-05,985466.962071,553.0117632272727,658,,0,94446.0,2014,10,6,1
2014-10-06,641480.757266,359.97797826374864,606,90.33,0,80160.0,2014,10,0,0
2014-10-07,586410.2709706,329.07422613389446,2353,88.89,1,78066.0,2014,10,1,0
2014-10-08,620201.323059,348.03665715993264,4784,87.29,0,77046.0,2014,10,2,0
2014-10-09,510519.923104,286.48705000224464,2450,85.76,1,74220.0,2014,10,3,0
2014-10-10,702470.317955,394.2033209624018,4569,85.87,1,83961.0,2014,10,4,0
2014-10-11,748309.153739,419.9265733664422,564,,0,91360.0,2014,10,5,1
2014-10-12,843971.132714,473.60894091694723,648,,0,86736.0,2014,10,6,1
2014-10-13,611726.926015,343.2811032631874,565,85.73,0,76957.0,2014,10,0,0
2014-10-14,550589.573294,308.9728245196409,2357,81.72,0,73921.0,2014,10,1,0
2014-10-15,624797.469491,350.6158639118968,4945,81.82,0,77781.0,2014,10,2,0
2014-10-16,538252.607117,302.0497234102133,2557,82.33,0,73632.0,2014,10,3,0
2014-10-17,558538.135999,313.4332974180696,4551,82.8,0,75640.0,2014,10,4,0
